avg_study_score,school_count,total_schools,suburb,SA2_NAME16
,0,0,COLAC EAST,COLAC EAST
,0,0,COLAC WEST,COLAC WEST
,0,0,COLBINABBIN,COLBINABBIN
,0,0,COLBROOK,COLBROOK
,0,0,COLDSTREAM,COLDSTREAM
,0,0,COLERAINE,COLERAINE
,0,0,COLIGNAN,COLIGNAN
28.0,1,1,COLLINGWOOD,COLLINGWOOD
,0,0,COMBIENBAR,COMBIENBAR
,0,0,CONCONGELLA,CONCONGELLA
,0,0,CONDAH,CONDAH
,0,0,CONDAH SWAMP,CONDAH SWAMP
,0,0,CONGUPNA,CONGUPNA
,0,0,CONNEWARRE,CONNEWARRE
,0,0,CONNEWIRRICOO,CONNEWIRRICOO
,0,0,COOJAR,COOJAR
,0,0,COOLAROO,COOLAROO
,0,0,COOMA,COOMA
,0,0,COOMBOONA,COOMBOONA
,0,0,COOMOORA,COOMOORA
,0,0,COONGULLA,COONGULLA
,0,0,COONOOER BRIDGE,COONOOER BRIDGE
,0,0,COONOOER WEST,COONOOER WEST
,0,0,COOPERS CREEK,COOPERS CREEK
,0,0,COORIEMUNGLE,COORIEMUNGLE
,0,0,COPE COPE,COPE COPE
,0,0,CORA LYNN,CORA LYNN
,0,0,CORACK,CORACK
,0,0,CORACK EAST,CORACK EAST
,0,0,CORAGULAC,CORAGULAC
,0,0,CORAL BANK,CORAL BANK
,0,0,CORINDHAP,CORINDHAP
,0,0,CORINELLA,CORINELLA
32.0,1,1,CORIO,CORIO
,0,0,CORNDALE,CORNDALE
,0,0,CORNELLA,CORNELLA
,0,0,CORNISHTOWN,CORNISHTOWN
,0,0,CORONET BAY,CORONET BAY
,0,0,COROP,COROP
,0,0,COROROOKE,COROROOKE
,0,0,CORRINGLE,CORRINGLE
31.0,1,1,CORRYONG,CORRYONG
,0,0,CORUNNUN,CORUNNUN
,0,0,COSGROVE,COSGROVE
,0,0,COSGROVE SOUTH,COSGROVE SOUTH
,0,0,COSTERFIELD,COSTERFIELD
,0,0,COTSWOLD,COTSWOLD
,0,0,COTTLES BRIDGE,COTTLES BRIDGE
,0,0,COWA,COWA
,0,0,COWANGIE,COWANGIE
,0,0,COWES,COWES
,0,0,COWLEYS CREEK,COWLEYS CREEK
,0,0,COWWARR,COWWARR
,0,0,CRAIGIE,CRAIGIE
25.0,3,3,CRAIGIEBURN,CRAIGIEBURN
26.0,1,1,CRANBOURNE,CRANBOURNE
30.0,1,1,CRANBOURNE EAST,CRANBOURNE EAST
29.0,1,1,CRANBOURNE NORTH,CRANBOURNE NORTH
,0,0,CRANBOURNE SOUTH,CRANBOURNE SOUTH
,0,0,CRANBOURNE WEST,CRANBOURNE WEST
,0,0,CREEK JUNCTION,CREEK JUNCTION
,0,0,CREEK VIEW,CREEK VIEW
,0,0,CREIGHTONS CREEK,CREIGHTONS CREEK
,0,0,CREMORNE,CREMORNE
,0,0,CRESSY,CRESSY
,0,0,CRESWICK,CRESWICK
,0,0,CRESWICK NORTH,CRESWICK NORTH
,0,0,CRIB POINT,CRIB POINT
,0,0,CROOKAYAN,CROOKAYAN
,0,0,CROOKED RIVER,CROOKED RIVER
,0,0,CROSS ROADS,CROSS ROADS
,0,0,CROSSLEY,CROSSLEY
,0,0,CROSSOVER,CROSSOVER
,0,0,CROWLANDS,CROWLANDS
,0,0,CROXTON EAST,CROXTON EAST
,0,0,CROYDON,CROYDON
32.0,1,1,CROYDON HILLS,CROYDON HILLS
,0,0,CROYDON NORTH,CROYDON NORTH
,0,0,CROYDON SOUTH,CROYDON SOUTH
,0,0,CRYMELON,CRYMELON
,0,0,CUDGEE,CUDGEE
,0,0,CUDGEWA,CUDGEWA
,0,0,CULGOA,CULGOA
,0,0,CULLA,CULLA
,0,0,CULLEN,CULLEN
,0,0,CULLULLERAINE,CULLULLERAINE
,0,0,CUNDARE,CUNDARE
,0,0,CUNDARE NORTH,CUNDARE NORTH
,0,0,CURDIES RIVER,CURDIES RIVER
,0,0,CURDIEVALE,CURDIEVALE
,0,0,CURLEWIS,CURLEWIS
,0,0,CURYO,CURYO
,0,0,DADSWELLS BRIDGE,DADSWELLS BRIDGE
,0,0,DAISY HILL,DAISY HILL
,0,0,DALES CREEK,DALES CREEK
,0,0,DALLAS,DALLAS
,0,0,DALMORE,DALMORE
,0,0,DALTONS BRIDGE,DALTONS BRIDGE
,0,0,DALYENONG,DALYENONG
,0,0,DALYSTON,DALYSTON
27.0,1,1,DANDENONG,DANDENONG
26.0,1,1,DANDENONG NORTH,DANDENONG NORTH
,0,0,DANDENONG SOUTH,DANDENONG SOUTH
,0,0,DANDONGADALE,DANDONGADALE
,0,0,DARGO,DARGO
,0,0,DARLEY,DARLEY
,0,0,DARLIMURLA,DARLIMURLA
,0,0,DARLINGTON,DARLINGTON
,0,0,DARNUM,DARNUM
,0,0,DARRAWEIT GUIM,DARRAWEIT GUIM
,0,0,DARRIMAN,DARRIMAN
,0,0,DARTMOOR,DARTMOOR
,0,0,DARTMOUTH,DARTMOUTH
,0,0,DAWSON,DAWSON
29.0,1,1,DAYLESFORD,DAYLESFORD
,0,0,DEAN,DEAN
,0,0,DEANS MARSH,DEANS MARSH
,0,0,DEANSIDE,DEANSIDE
,0,0,DEDDICK VALLEY,DEDDICK VALLEY
,0,0,DEDERANG,DEDERANG
,0,0,DEEP LEAD,DEEP LEAD
,0,0,DEEPDENE,DEEPDENE
,0,0,DEER PARK,DEER PARK
,0,0,DELACOMBE,DELACOMBE
27.0,1,1,DELAHEY,DELAHEY
,0,0,DELATITE,DELATITE
,0,0,DELBURN,DELBURN
,0,0,DELEGATE RIVER,DELEGATE RIVER
,0,0,DENICULL CREEK,DENICULL CREEK
,0,0,DENISON,DENISON
,0,0,DENNINGTON,DENNINGTON
,0,0,DENVER,DENVER
,0,0,DEPTFORD,DEPTFORD
,0,0,DERBY,DERBY
,0,0,DEREEL,DEREEL
,0,0,DERGHOLM,DERGHOLM
,0,0,DERRIMUT,DERRIMUT
,0,0,DERRINAL,DERRINAL
,0,0,DERRINALLUM,DERRINALLUM
,0,0,DEVENISH,DEVENISH
,0,0,DEVILS RIVER,DEVILS RIVER
,0,0,DEVON MEADOWS,DEVON MEADOWS
,0,0,DEVON NORTH,DEVON NORTH
,0,0,DEWHURST,DEWHURST
,0,0,DHURRINGILE,DHURRINGILE
25.0,1,1,DIAMOND CREEK,DIAMOND CREEK
,0,0,DIGBY,DIGBY
,0,0,DIGGERS REST,DIGGERS REST
,0,0,DIGGORA,DIGGORA
,0,0,DIMBOOLA,DIMBOOLA
28.0,1,1,DINGEE,DINGEE
,0,0,DINGLEY VILLAGE,DINGLEY VILLAGE
,0,0,DINGWALL,DINGWALL
,0,0,DINNER PLAIN,DINNER PLAIN
,0,0,DIXIE,DIXIE
,0,0,DIXONS CREEK,DIXONS CREEK
,0,0,DOBIE,DOBIE
,0,0,DOCKER,DOCKER
,0,0,DOCKERS PLAINS,DOCKERS PLAINS
,0,0,DOCKLANDS,DOCKLANDS
,0,0,DOCTORS FLAT,DOCTORS FLAT
,0,0,DOLLAR,DOLLAR
,0,0,DON VALLEY,DON VALLEY
29.0,1,1,DONALD,DONALD
32.0,1,1,DONCASTER,DONCASTER
,0,0,DONCASTER EAST,DONCASTER EAST
,0,0,DONNYBROOK,DONNYBROOK
31.5,2,2,DONVALE,DONVALE
,0,0,DOOBOOBETIC,DOOBOOBETIC
,0,0,DOOEN,DOOEN
,0,0,DOOKIE,DOOKIE
,0,0,DOOKIE COLLEGE,DOOKIE COLLEGE
29.0,1,1,DOREEN,DOREEN
,0,0,DORODONG,DORODONG
,0,0,DOUBLE BRIDGES,DOUBLE BRIDGES
,0,0,DOUGLAS,DOUGLAS
,0,0,DOVETON,DOVETON
,0,0,DREEITE,DREEITE
,0,0,DREEITE SOUTH,DREEITE SOUTH
,0,0,DRIFFIELD,DRIFFIELD
,0,0,DRIK DRIK,DRIK DRIK
32.0,1,1,DROMANA,DROMANA
,0,0,DROPMORE,DROPMORE
29.5,2,2,DROUIN,DROUIN
,0,0,DROUIN EAST,DROUIN EAST
,0,0,DROUIN SOUTH,DROUIN SOUTH
,0,0,DROUIN WEST,DROUIN WEST
,0,0,DRUMANURE,DRUMANURE
,0,0,DRUMBORG,DRUMBORG
,0,0,DRUMCONDRA,DRUMCONDRA
,0,0,DRUMMARTIN,DRUMMARTIN
,0,0,DRUMMOND,DRUMMOND
,0,0,DRUMMOND NORTH,DRUMMOND NORTH
,0,0,DRUNG,DRUNG
,0,0,DRY DIGGINGS,DRY DIGGINGS
28.0,1,1,DRYSDALE,DRYSDALE
,0,0,DUCHEMBEGARRA,DUCHEMBEGARRA
,0,0,DUMBALK,DUMBALK
,0,0,DUMBALK NORTH,DUMBALK NORTH
,0,0,DUMOSA,DUMOSA
,0,0,DUNACH,DUNACH
,0,0,DUNDONNELL,DUNDONNELL
,0,0,DUNKELD,DUNKELD
,0,0,DUNLUCE,DUNLUCE
,0,0,DUNNEWORTHY,DUNNEWORTHY
,0,0,DUNNSTOWN,DUNNSTOWN
,0,0,DUNOLLY,DUNOLLY
,0,0,DUNROBIN,DUNROBIN
,0,0,DURDIDWARRAH,DURDIDWARRAH
,0,0,DURHAM LEAD,DURHAM LEAD
,0,0,DURHAM OX,DURHAM OX
,0,0,DUTSON,DUTSON
,0,0,DUTSON DOWNS,DUTSON DOWNS
,0,0,DUTTON WAY,DUTTON WAY
,0,0,DUVERNEY,DUVERNEY
,0,0,EAGLE POINT,EAGLE POINT
,0,0,EAGLEHAWK,EAGLEHAWK
,0,0,EAGLEHAWK NORTH,EAGLEHAWK NORTH
,0,0,EAGLEMONT,EAGLEMONT
,0,0,EARLSTON,EARLSTON
,0,0,EAST BAIRNSDALE,EAST BAIRNSDALE
,0,0,EAST BENDIGO,EAST BENDIGO
27.0,1,1,EAST GEELONG,EAST GEELONG
,0,0,EAST MELBOURNE,EAST MELBOURNE
,0,0,EAST SALE,EAST SALE
,0,0,EAST WANGARATTA,EAST WANGARATTA
,0,0,EAST WARBURTON,EAST WARBURTON
,0,0,EASTERN VIEW,EASTERN VIEW
,0,0,EASTVILLE,EASTVILLE
,0,0,EASTWOOD,EASTWOOD
,0,0,EBDEN,EBDEN
29.0,4,4,ECHUCA,ECHUCA
,0,0,ECHUCA VILLAGE,ECHUCA VILLAGE
,0,0,ECHUCA WEST,ECHUCA WEST
,0,0,ECKLIN SOUTH,ECKLIN SOUTH
,0,0,EDDINGTON,EDDINGTON
,0,0,EDEN PARK,EDEN PARK
25.0,1,1,EDENHOPE,EDENHOPE
,0,0,EDGECOMBE,EDGECOMBE
,0,0,EDI,EDI
,0,0,EDI UPPER,EDI UPPER
,0,0,EDITHVALE,EDITHVALE
,0,0,EGANSTOWN,EGANSTOWN
,0,0,EILDON,EILDON
,0,0,ELAINE,ELAINE
,0,0,ELDORADO,ELDORADO
,0,0,ELEVATED PLAINS,ELEVATED PLAINS
,0,0,ELINGAMITE,ELINGAMITE
,0,0,ELINGAMITE NORTH,ELINGAMITE NORTH
,0,0,ELIZABETH ISLAND,ELIZABETH ISLAND
,0,0,ELLASWOOD,ELLASWOOD
,0,0,ELLERSLIE,ELLERSLIE
,0,0,ELLIMINYT,ELLIMINYT
,0,0,ELLINBANK,ELLINBANK
,0,0,ELMHURST,ELMHURST
,0,0,ELMORE,ELMORE
,0,0,ELPHINSTONE,ELPHINSTONE
35.0,1,1,ELSTERNWICK,ELSTERNWICK
29.0,1,1,ELTHAM,ELTHAM
29.0,1,1,ELTHAM NORTH,ELTHAM NORTH
31.0,1,1,ELWOOD,ELWOOD
28.0,1,1,EMERALD,EMERALD
,0,0,EMU,EMU
,0,0,EMU CREEK,EMU CREEK
31.0,1,1,ENDEAVOUR HILLS,ENDEAVOUR HILLS
,0,0,ENFIELD,ENFIELD
,0,0,ENGLEFIELD,ENGLEFIELD
,0,0,ENOCHS POINT,ENOCHS POINT
,0,0,ENSAY,ENSAY
,0,0,ENSAY NORTH,ENSAY NORTH
,0,0,EPPALOCK,EPPALOCK
30.0,2,2,EPPING,EPPING
,0,0,EPSOM,EPSOM
,0,0,ERCILDOUNE,ERCILDOUNE
,0,0,ERICA,ERICA
,0,0,ERRINUNDRA,ERRINUNDRA
,0,0,ESKDALE,ESKDALE
,0,0,ESMOND,ESMOND
31.0,2,2,ESSENDON,ESSENDON
,0,0,ESSENDON FIELDS,ESSENDON FIELDS
,0,0,ESSENDON NORTH,ESSENDON NORTH
,0,0,ESSENDON WEST,ESSENDON WEST
,0,0,EUMEMMERRING,EUMEMMERRING
,0,0,EURACK,EURACK
,0,0,EUREKA,EUREKA
26.0,1,1,EUROA,EUROA
,0,0,EUROBIN,EUROBIN
,0,0,EVANSFORD,EVANSFORD
,0,0,EVERSLEY,EVERSLEY
,0,0,EVERTON,EVERTON
,0,0,EVERTON UPPER,EVERTON UPPER
,0,0,EXFORD,EXFORD
,0,0,EYNESBURY,EYNESBURY
,0,0,FAIRBANK,FAIRBANK
,0,0,FAIRFIELD,FAIRFIELD
,0,0,FAIRHAVEN,FAIRHAVEN
,0,0,FAIRLEY,FAIRLEY
,0,0,FAIRY DELL,FAIRY DELL
,0,0,FAIRY DELL,FAIRY DELL
,0,0,FALLS CREEK,FALLS CREEK
,0,0,FARADAY,FARADAY
,0,0,FAWCETT,FAWCETT
,0,0,FAWKNER,FAWKNER
,0,0,FENTONS CREEK,FENTONS CREEK
,0,0,FERGUSON,FERGUSON
,0,0,FERN HILL,FERN HILL
,0,0,FERNBANK,FERNBANK
,0,0,FERNDALE,FERNDALE
,0,0,FERNIHURST,FERNIHURST
,0,0,FERNSHAW,FERNSHAW
29.0,4,4,FERNTREE GULLY,FERNTREE GULLY
,0,0,FERNY CREEK,FERNY CREEK
,0,0,FIELDSTONE,FIELDSTONE
,0,0,FIERY FLAT,FIERY FLAT
,0,0,FINGAL,FINGAL
,0,0,FISH CREEK,FISH CREEK
,0,0,FISH POINT,FISH POINT
,0,0,FISKVILLE,FISKVILLE
32.0,1,1,FITZROY,FITZROY
28.0,1,1,FITZROY NORTH,FITZROY NORTH
,0,0,FLAGGY CREEK,FLAGGY CREEK
,0,0,FLAGSTAFF,FLAGSTAFF
,0,0,FLAMINGO BEACH,FLAMINGO BEACH
,0,0,FLEMINGTON,FLEMINGTON
,0,0,FLINDERS,FLINDERS
,0,0,FLORA HILL,FLORA HILL
,0,0,FLOWERDALE,FLOWERDALE
,0,0,FLYNN,FLYNN
,0,0,FLYNNS CREEK,FLYNNS CREEK
29.0,1,1,FOOTSCRAY,FOOTSCRAY
,0,0,FORBES,FORBES
,0,0,FOREST HILL,FOREST HILL
,0,0,FORGE CREEK,FORGE CREEK
,0,0,FORREST,FORREST
30.0,1,1,FOSTER,FOSTER
,0,0,FOSTER NORTH,FOSTER NORTH
,0,0,FOSTERVILLE,FOSTERVILLE
,0,0,FOXHOW,FOXHOW
,0,0,FRAMLINGHAM,FRAMLINGHAM
,0,0,FRAMLINGHAM EAST,FRAMLINGHAM EAST
,0,0,FRANKLINFORD,FRANKLINFORD
30.5,2,2,FRANKSTON,FRANKSTON
21.0,1,1,FRANKSTON NORTH,FRANKSTON NORTH
,0,0,FRANKSTON SOUTH,FRANKSTON SOUTH
,0,0,FRASER RISE,FRASER RISE
,0,0,FREEBURGH,FREEBURGH
,0,0,FRENCH ISLAND,FRENCH ISLAND
,0,0,FRENCHMANS,FRENCHMANS
,0,0,FRESHWATER CREEK,FRESHWATER CREEK
,0,0,FRYERSTOWN,FRYERSTOWN
,0,0,FULHAM,FULHAM
,0,0,FUMINA,FUMINA
,0,0,FUMINA SOUTH,FUMINA SOUTH
,0,0,FYANS CREEK,FYANS CREEK
,0,0,FYANSFORD,FYANSFORD
,0,0,GAFFNEYS CREEK,GAFFNEYS CREEK
,0,0,GAINSBOROUGH,GAINSBOROUGH
,0,0,GANNAWARRA,GANNAWARRA
,0,0,GAPSTED,GAPSTED
,0,0,GARDENVALE,GARDENVALE
,0,0,GARFIELD,GARFIELD
,0,0,GARFIELD NORTH,GARFIELD NORTH
,0,0,GARIBALDI,GARIBALDI
,0,0,GARVOC,GARVOC
,0,0,GATEWAY ISLAND,GATEWAY ISLAND
,0,0,GATUM,GATUM
,0,0,GAZETTE,GAZETTE
,0,0,GEELONG,GEELONG
,0,0,GEELONG WEST,GEELONG WEST
,0,0,GELANTIPY,GELANTIPY
,0,0,GELLIBRAND,GELLIBRAND
,0,0,GELLIBRAND LOWER,GELLIBRAND LOWER
,0,0,GELLIONDALE,GELLIONDALE
,0,0,GEMBROOK,GEMBROOK
,0,0,GENOA,GENOA
,0,0,GENTLE ANNIE,GENTLE ANNIE
,0,0,GEORGES CREEK,GEORGES CREEK
,0,0,GERAHMIN,GERAHMIN
,0,0,GERANG GERUNG,GERANG GERUNG
,0,0,GERANGAMETE,GERANGAMETE
,0,0,GERMANIA,GERMANIA
,0,0,GERMANTOWN,GERMANTOWN
,0,0,GERRIGERRUP,GERRIGERRUP
,0,0,GHERANG,GHERANG
,0,0,GHERINGHAP,GHERINGHAP
,0,0,GHIN GHIN,GHIN GHIN
,0,0,GIFFARD,GIFFARD
,0,0,GIFFARD WEST,GIFFARD WEST
,0,0,GIL GIL,GIL GIL
,0,0,GILDEROY,GILDEROY
,0,0,GILLIESTON,GILLIESTON
,0,0,GILLUM,GILLUM
,0,0,GIPSY POINT,GIPSY POINT
,0,0,GIRGARRE,GIRGARRE
,0,0,GIRGARRE EAST,GIRGARRE EAST
27.0,1,1,GISBORNE,GISBORNE
,0,0,GISBORNE SOUTH,GISBORNE SOUTH
,0,0,GLADFIELD,GLADFIELD
,0,0,GLADSTONE PARK,GLADSTONE PARK
,0,0,GLADYSDALE,GLADYSDALE
,0,0,GLEN ALVIE,GLEN ALVIE
,0,0,GLEN CREEK,GLEN CREEK
,0,0,GLEN FORBES,GLEN FORBES
,0,0,GLEN HUNTLY,GLEN HUNTLY
35.0,2,2,GLEN IRIS,GLEN IRIS
,0,0,GLEN PARK,GLEN PARK
,0,0,GLEN VALLEY,GLEN VALLEY
29.5,2,2,GLEN WAVERLEY,GLEN WAVERLEY
,0,0,GLEN WILLS,GLEN WILLS
,0,0,GLENAIRE,GLENAIRE
,0,0,GLENALADALE,GLENALADALE
,0,0,GLENALBYN,GLENALBYN
,0,0,GLENAROUA,GLENAROUA
,0,0,GLENBRAE,GLENBRAE
,0,0,GLENBURN,GLENBURN
,0,0,GLENDARUEL,GLENDARUEL
,0,0,GLENDONALD,GLENDONALD
,0,0,GLENFALLOCH,GLENFALLOCH
,0,0,GLENFYNE,GLENFYNE
,0,0,GLENGARRY,GLENGARRY
,0,0,GLENGARRY NORTH,GLENGARRY NORTH
,0,0,GLENGARRY WEST,GLENGARRY WEST
,0,0,GLENGOWER,GLENGOWER
,0,0,GLENHOPE,GLENHOPE
,0,0,GLENHOPE EAST,GLENHOPE EAST
,0,0,GLENISLA,GLENISLA
,0,0,GLENLEE,GLENLEE
,0,0,GLENLOFTY,GLENLOFTY
,0,0,GLENLOGIE,GLENLOGIE
,0,0,GLENLOTH,GLENLOTH
,0,0,GLENLOTH EAST,GLENLOTH EAST
,0,0,GLENLUCE,GLENLUCE
,0,0,GLENLYON,GLENLYON
,0,0,GLENMAGGIE,GLENMAGGIE
,0,0,GLENMORE,GLENMORE
,0,0,GLENORCHY,GLENORCHY
,0,0,GLENORMISTON NORTH,GLENORMISTON NORTH
,0,0,GLENORMISTON SOUTH,GLENORMISTON SOUTH
,0,0,GLENPATRICK,GLENPATRICK
,0,0,GLENROWAN,GLENROWAN
,0,0,GLENROWAN WEST,GLENROWAN WEST
23.0,1,1,GLENROY,GLENROY
,0,0,GLENTHOMPSON,GLENTHOMPSON
,0,0,GLOMAR BEACH,GLOMAR BEACH
,0,0,GNARWARRE,GNARWARRE
,0,0,GNOTUK,GNOTUK
,0,0,GOBARUP,GOBARUP
,0,0,GOBUR,GOBUR
,0,0,GOLDEN BEACH,GOLDEN BEACH
,0,0,GOLDEN GULLY,GOLDEN GULLY
,0,0,GOLDEN POINT,GOLDEN POINT
,0,0,GOLDEN POINT,GOLDEN POINT
,0,0,GOLDEN POINT,GOLDEN POINT
,0,0,GOLDEN SQUARE,GOLDEN SQUARE
,0,0,GOLDIE,GOLDIE
,0,0,GOLDSBOROUGH,GOLDSBOROUGH
,0,0,GONG GONG,GONG GONG
,0,0,GONN CROSSING,GONN CROSSING
,0,0,GOOMALIBEE,GOOMALIBEE
,0,0,GOON NURE,GOON NURE
,0,0,GOONGERAH,GOONGERAH
,0,0,GOORAM,GOORAM
,0,0,GOORAMADDA,GOORAMADDA
,0,0,GOORAMBAT,GOORAMBAT
,0,0,GOORNONG,GOORNONG
,0,0,GOOROC,GOOROC
,0,0,GORAE,GORAE
,0,0,GORAE WEST,GORAE WEST
,0,0,GORDON,GORDON
,0,0,GORMANDALE,GORMANDALE
,0,0,GOROKE,GOROKE
,0,0,GOSCHEN,GOSCHEN
,0,0,GOUGHS BAY,GOUGHS BAY
,0,0,GOULBURN WEIR,GOULBURN WEIR
,0,0,GOWANBRAE,GOWANBRAE
,0,0,GOWANFORD,GOWANFORD
,0,0,GOWANGARDIE,GOWANGARDIE
,0,0,GOWAR EAST,GOWAR EAST
,0,0,GOWER,GOWER
,0,0,GRAHAMVALE,GRAHAMVALE
,0,0,GRAMPIANS,GRAMPIANS
,0,0,GRAND RIDGE,GRAND RIDGE
,0,0,GRANGEFIELDS,GRANGEFIELDS
,0,0,GRANITE FLAT,GRANITE FLAT
,0,0,GRANITE ROCK,GRANITE ROCK
,0,0,GRANTVILLE,GRANTVILLE
,0,0,GRANYA,GRANYA
,0,0,GRASS FLAT,GRASS FLAT
,0,0,GRASSDALE,GRASSDALE
,0,0,GRASSMERE,GRASSMERE
,0,0,GRAYS BRIDGE,GRAYS BRIDGE
,0,0,GRAYTOWN,GRAYTOWN
,0,0,GRE GRE,GRE GRE
,0,0,GRE GRE NORTH,GRE GRE NORTH
,0,0,GRE GRE SOUTH,GRE GRE SOUTH
,0,0,GREAT WESTERN,GREAT WESTERN
,0,0,GREDGWIN,GREDGWIN
,0,0,GREEN GULLY,GREEN GULLY
,0,0,GREENDALE,GREENDALE
,0,0,GREENHILL,GREENHILL
,0,0,GREENS CREEK,GREENS CREEK
,0,0,GREENSBOROUGH,GREENSBOROUGH
28.0,1,1,GREENVALE,GREENVALE
,0,0,GREENWALD,GREENWALD
,0,0,GRENVILLE,GRENVILLE
,0,0,GRETA,GRETA
,0,0,GRETA SOUTH,GRETA SOUTH
,0,0,GRETA WEST,GRETA WEST
,0,0,GREY RIVER,GREY RIVER
,0,0,GRINGEGALGONA,GRINGEGALGONA
,0,0,GRITJURK,GRITJURK
25.0,1,1,GROVEDALE,GROVEDALE
,0,0,GRUYERE,GRUYERE
,0,0,GUILDFORD,GUILDFORD
,0,0,GUNBOWER,GUNBOWER
,0,0,GUNDOWRING,GUNDOWRING
,0,0,GUNYAH,GUNYAH
,0,0,GUYS FOREST,GUYS FOREST
,0,0,GUYS HILL,GUYS HILL
,0,0,GYMBOWEN,GYMBOWEN
,0,0,HADDON,HADDON
,0,0,HADFIELD,HADFIELD
,0,0,HALLAM,HALLAM
,0,0,HALLORA,HALLORA
,0,0,HALLS GAP,HALLS GAP
,0,0,HALLSTON,HALLSTON
26.0,1,1,HAMILTON,HAMILTON
,0,0,HAMLYN HEIGHTS,HAMLYN HEIGHTS
,0,0,HAMPTON,HAMPTON
,0,0,HAMPTON EAST,HAMPTON EAST
,0,0,HAMPTON PARK,HAMPTON PARK
,0,0,HANSONVILLE,HANSONVILLE
,0,0,HAPPY VALLEY,HAPPY VALLEY
,0,0,HAPPY VALLEY,HAPPY VALLEY
,0,0,HARCOURT,HARCOURT
,0,0,HARCOURT NORTH,HARCOURT NORTH
,0,0,HARKAWAY,HARKAWAY
,0,0,HARKNESS,HARKNESS
,0,0,HARMERS HAVEN,HARMERS HAVEN
,0,0,HARRIETVILLE,HARRIETVILLE
,0,0,HARROW,HARROW
,0,0,HARSTON,HARSTON
,0,0,HASTINGS,HASTINGS
,0,0,HATTAH,HATTAH
,0,0,HAVELOCK,HAVELOCK
,0,0,HAVEN,HAVEN
,0,0,HAVILAH,HAVILAH
,0,0,HAWKESDALE,HAWKESDALE
,0,0,HAWKHURST,HAWKHURST
35.0,2,2,HAWTHORN,HAWTHORN
31.0,1,1,HAWTHORN EAST,HAWTHORN EAST
,0,0,HAZEL PARK,HAZEL PARK
,0,0,HAZELWOOD,HAZELWOOD
,0,0,HAZELWOOD NORTH,HAZELWOOD NORTH
,0,0,HAZELWOOD SOUTH,HAZELWOOD SOUTH
27.0,1,1,HEALESVILLE,HEALESVILLE
,0,0,HEATH HILL,HEATH HILL
,0,0,HEATHCOTE,HEATHCOTE
,0,0,HEATHCOTE JUNCTION,HEATHCOTE JUNCTION
,0,0,HEATHCOTE SOUTH,HEATHCOTE SOUTH
,0,0,HEATHERTON,HEATHERTON
,0,0,HEATHMERE,HEATHMERE
25.0,1,1,HEATHMONT,HEATHMONT
,0,0,HEDLEY,HEDLEY
32.0,1,1,HEIDELBERG,HEIDELBERG
,0,0,HEIDELBERG HEIGHTS,HEIDELBERG HEIGHTS
,0,0,HEIDELBERG WEST,HEIDELBERG WEST
,0,0,HENSLEY PARK,HENSLEY PARK
,0,0,HENTY,HENTY
,0,0,HEPBURN,HEPBURN
,0,0,HEPBURN SPRINGS,HEPBURN SPRINGS
29.0,1,1,HERNE HILL,HERNE HILL
,0,0,HERNES OAK,HERNES OAK
,0,0,HESKET,HESKET
,0,0,HESSE,HESSE
,0,0,HEXHAM,HEXHAM
,0,0,HEYFIELD,HEYFIELD
,0,0,HEYTESBURY LOWER,HEYTESBURY LOWER
,0,0,HEYWOOD,HEYWOOD
,0,0,HIAMDALE,HIAMDALE
,0,0,HIAWATHA,HIAWATHA
,0,0,HIGH CAMP,HIGH CAMP
,0,0,HIGHETT,HIGHETT
,0,0,HIGHLANDS,HIGHLANDS
,0,0,HIGHTON,HIGHTON
,0,0,HILGAY,HILGAY
,0,0,HILL END,HILL END
,0,0,HILLCREST,HILLCREST
,0,0,HILLDENE,HILLDENE
,0,0,HILLSIDE,HILLSIDE
,0,0,HILLSIDE,HILLSIDE
,0,0,HINNOMUNJIE,HINNOMUNJIE
,0,0,HMAS CERBERUS,HMAS CERBERUS
,0,0,HODDLES CREEK,HODDLES CREEK
,0,0,HOLLANDS LANDING,HOLLANDS LANDING
,0,0,HOMEBUSH,HOMEBUSH
,0,0,HOMERTON,HOMERTON
,0,0,HOMEWOOD,HOMEWOOD
27.0,1,1,HOPETOUN,HOPETOUN
,0,0,HOPETOUN PARK,HOPETOUN PARK
25.0,1,1,HOPPERS CROSSING,HOPPERS CROSSING
,0,0,HORDERN VALE,HORDERN VALE
,0,0,HORFIELD,HORFIELD
29.0,1,1,HORSHAM,HORSHAM
,0,0,HOTHAM HEIGHTS,HOTHAM HEIGHTS
,0,0,HOTSPUR,HOTSPUR
,0,0,HOWES CREEK,HOWES CREEK
,0,0,HOWITT PLAINS,HOWITT PLAINS
,0,0,HOWQUA,HOWQUA
,0,0,HOWQUA HILLS,HOWQUA HILLS
,0,0,HOWQUA INLET,HOWQUA INLET
32.0,1,1,HUGHESDALE,HUGHESDALE
,0,0,HUMEVALE,HUMEVALE
,0,0,HUNTER,HUNTER
,0,0,HUNTERSTON,HUNTERSTON
,0,0,HUNTINGDALE,HUNTINGDALE
,0,0,HUNTLY,HUNTLY
,0,0,HUNTLY NORTH,HUNTLY NORTH
,0,0,HUON,HUON
,0,0,HUON CREEK,HUON CREEK
,0,0,HURSTBRIDGE,HURSTBRIDGE
,0,0,ICY CREEK,ICY CREEK
,0,0,IGUANA CREEK,IGUANA CREEK
